Sr_No,Case_No,Case_Title,Case_Subject,Author_Judge,Upload_Date,Judgment_Date,Citations,SC_Citations,PDF_URL,Filename,Download_Status,Timestamp
2536,I.C.A.3/2011,Case_2537,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,18-05-2011,18-05-2011,PLD 2011 SC 680,2011 SCP 25,"https://www.supremecourt.gov.pk/downloads_judgements/ICA3,4,6TO11of2011dt2011.04.pdf",I.C.A.3_2011.pdf,Already exists,2025-10-05T14:43:58.948848
2537,C.P.24/2011,Case_2538,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,02-06-2011,02-06-2011,2011 SCMR 1254,2011 SCP 27,https://www.supremecourt.gov.pk/downloads_judgements/Const.Petition.24_2011_dt02062011.pdf,C.P.24_2011.pdf,Success,2025-10-05T14:44:00.080663
2538,C.P.62/2010,Flood Commission,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,07-06-2011,07-06-2011,PLD 2011 SC 854,2011 SCP 29,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.NO.62OF2010_orderdt06062011.pdf,C.P.62_2010.pdf,Success,2025-10-05T14:44:01.928896
2539,C.P.L.A.683/2011,Geo Super Case,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,06-06-2011,06-06-2011,PLD 2011 SC 805,2011 SCP 28,https://www.supremecourt.gov.pk/downloads_judgements/CIVILPETITIONNO.683of2011.pdf,C.P.L.A.683_2011.pdf,Success,2025-10-05T14:44:02.899441
2540,C.P.L.A.796/2007,Maulana Abdul Haque Baloch & others v. Government of Balochistan thr. Secy. Industries & Mineral Development & others,Corporate,Mr. Justice Iftikhar Muhammad Chaudhry,25-05-2011,25-05-2011,2013 SCMR 511,2011 SCP 26,https://www.supremecourt.gov.pk/downloads_judgements/FINAL_RIKO_DIQ_CASE_DT250511.pdf,C.P.L.A.796_2007.pdf,Success,2025-10-05T14:44:03.660577
2541,S.M.C.10/2011,(Brutal Killing of a young boy by Rangers at Karachi),N/A,Mr. Justice Iftikhar Muhammad Chaudhry,10-06-2011,10-06-2011,PLD 2011 SC 799,2011 SCP 30,https://www.supremecourt.gov.pk/downloads_judgements/Suo_Motu_Case_No10of2011.pdf,S.M.C.10_2011.pdf,Success,2025-10-05T14:44:04.395064
2542,S.M.C.18/2010,"Suo Moto action regarding violatin of Public Procurement Rules, 2004 in procurement loss of billions of rupees of exchequer case by National Insurance Compant Ltd.",U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,16-06-2011,08-06-2011,2014 SCMR 585,2011 SCP 31,https://www.supremecourt.gov.pk/downloads_judgements/Order_in_contempt_case.pdf,S.M.C.18_2010.pdf,Already exists,2025-10-05T14:44:04.702631
2543,C.P.29/2011,"Al-Jehad Trust and another Vs. Federation of Pakistan,etc (Deputy Chairman NAB Case)",N/A,Mr. Justice Asif Saeed Khan Khosa,21-06-2011,21-06-2011,PLD 2011 SC 811,2011 SCP 32,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.29of2011.pdf,C.P.29_2011.pdf,Success,2025-10-05T14:44:05.958960
2544,S.M.C.18/2010,"Suo Moto action regarding violatin of Public Procurement Rules, 2004 in procurement loss of billions of rupees of exchequer case by National Insurance Compant Ltd.",U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,01-07-2011,01-07-2011,2014 SCMR 585,2011 SCP 33,https://www.supremecourt.gov.pk/downloads_judgements/S.M.C.No18of2010.pdf,S.M.C.18_2010.pdf,Already exists,2025-10-05T14:44:06.260087
2545,C.P.18/2010,"Lahore High Court Bar Association v. Federation of Paksitan, etc",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,07-07-2011,07-07-2011,PLD 2010 SC 1165,2011 SCP 34,https://www.supremecourt.gov.pk/downloads_judgements/Constitution_Petition_No.18.pdf,C.P.18_2010.pdf,Success,2025-10-05T14:44:07.330025
2546,S.M.C.24/2010,Suo Moto action regarding corruption in Hajj arrangements in 2010.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,30-07-2011,29-07-2011,2015 PLC(CS) 73,2011 SCP 35,https://www.supremecourt.gov.pk/downloads_judgements/SMC24-2010.pdf,S.M.C.24_2010.pdf,Already exists,2025-10-05T14:44:07.634065
2547,S.M.C.24/2010,Suo Moto action regarding corruption in Hajj arrangements in 2010.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,01-08-2011,29-07-2011,2015 PLC(CS) 73,2011 SCP 36,https://www.supremecourt.gov.pk/downloads_judgements/S.M.C.24of2010[urdu-version].pdf,S.M.C.24_2010.pdf,Already exists,2025-10-05T14:44:07.935733
2548,S.M.C.18/2010,"Suo Moto action regarding violatin of Public Procurement Rules, 2004 in procurement loss of billions of rupees of exchequer case by National Insurance Compant Ltd.",U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,15-09-2011,08-08-2011,2014 SCMR 585,2011 SCP 39,https://www.supremecourt.gov.pk/downloads_judgements/S.M.C.18OF2010.pdf,S.M.C.18_2010.pdf,Already exists,2025-10-05T14:44:08.238001
2549,S.M.C.25/2009,(Cutting of Trees for Canal Widening Project Lahore),N/A,MR. JUSTICE TASSADUQ HUSSAIN JILLANI,15-09-2011,15-09-2011,2011 SCMR 1743,2011 SCP 38,https://www.supremecourt.gov.pk/downloads_judgements/SMCNo25of2009.pdf,S.M.C.25_2009.pdf,Success,2025-10-05T14:44:09.444088
2550,S.M.C.16/2011,Suo Moto action regarding law and order situation in Karachi,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,15-09-2011,05-09-2011,PLJ 2013 SC 132,2011 SCP 37,https://www.supremecourt.gov.pk/downloads_judgements/SMCNo16of2011-OrderDt5.09.2011.pdf,S.M.C.16_2011.pdf,Success,2025-10-05T14:44:10.281898
2551,S.M.C.16/2011,Suo Moto action regarding law and order situation in Karachi,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,06-10-2011,06-10-2011,PLJ 2013 SC 132,2011 SCP 40,https://www.supremecourt.gov.pk/downloads_judgements/SMC16of2011_detailed_judgment.pdf,S.M.C.16_2011.pdf,Already exists,2025-10-05T14:44:10.583568
2552,C.P.L.A.1017-L/2011,Rana Aamer Raza Ashfaq & others v. Dr. Minhaj Ahmad Khan & another,Service/Appointments,MR. JUSTICE TASSADUQ HUSSAIN JILLANI,07-10-2011,07-10-2011,2012 SCMR 6,2011 SCP 41,https://www.supremecourt.gov.pk/downloads_judgements/C.P.No.1017-Lof2011.pdf,C.P.L.A.1017-L_2011.pdf,Success,2025-10-05T14:44:11.721413
2553,C.A.239/2011,Masood Ahmed Bhatti v. Federation of Pakistan through M/o Information Technology & Telecommunication Govt. of Pakistan & others,Service/Others,Mr. Justice Jawwad S. Khawaja,11-10-2011,07-10-2011,2012 SCMR 152,2011 SCP 42,https://www.supremecourt.gov.pk/downloads_judgements/CA239-241of2011.pdf,C.A.239_2011.pdf,Success,2025-10-05T14:44:12.727588
2554,C.P.L.A.987/2011,All Pakistan Newspapers Society thr. its Executive Director & others v. Federation of Pakistan thr. Secy. M/o Information & others,Writ Petition/Others,Mr. Justice Iftikhar Muhammad Chaudhry,19-10-2011,19-10-2011,PLD 2012 SC 1,2011 SCP 44,https://www.supremecourt.gov.pk/downloads_judgements/CPs987-989OF2011-DT19.10.2011.pdf,C.P.L.A.987_2011.pdf,Success,2025-10-05T14:44:13.733267
2555,C.P.L.A.1498/2011,Muhammad Afsar v. Malik Muhammad Farooq & others,"Application under section 12(2), CPC",Mr. Justice Iftikhar Muhammad Chaudhry,19-10-2011,09-10-2011,2012 SCMR 274,2011 SCP 43,https://www.supremecourt.gov.pk/downloads_judgements/cp1498of2011.pdf,C.P.L.A.1498_2011.pdf,Success,2025-10-05T14:44:14.562277
2556,C.P.42/2011,"Muhammad Yasin v. Federation of Pakistan, etc",U/A 184,Mr. Justice Mian Shakirullah Jan,25-11-2011,04-10-2011,PLD 2012 SC 132,2011 SCP 49,https://www.supremecourt.gov.pk/downloads_judgements/const.p.42of2011.pdf,C.P.42_2011.pdf,Success,2025-10-05T14:44:15.675728
2557,C.P.42/2011,"Muhammad Yasin v. Federation of Pakistan, etc",U/A 184,Mr. Justice Jawwad S. Khawaja,25-11-2011,04-10-2011,PLD 2012 SC 132,2011 SCP 48,https://www.supremecourt.gov.pk/downloads_judgements/const.p.42of2011(UrduVersion).pdf,C.P.42_2011.pdf,Already exists,2025-10-05T14:44:15.980448
2558,C.M.A.5144/2011,[Against the judgment dated 16.12.2009 passed in Constitution Petitions No. 76 to 80 of 2007],N/A,Mr. Justice Iftikhar Muhammad Chaudhry,25-11-2011,25-11-2011,PLD 2012 SC 106,2011 SCP 47,https://www.supremecourt.gov.pk/downloads_judgements/C.M.A.5144of201(ShortOrder)1.pdf,C.M.A.5144_2011.pdf,Success,2025-10-05T14:44:16.642482
2559,C.M.A.1427/2011,"[Reply to Show Cause Notice dated 18.04.201 issued to Syed Nasir Ali Shah, Solicitor General, Ministry of Law and Justice, Islamabad]",N/A,Mr. Justice Iftikhar Muhammad Chaudhry,25-11-2011,25-11-2011,PLD 2012 SC 106,2011 SCP 46,https://www.supremecourt.gov.pk/downloads_judgements/C.M.A.1427of2011.pdf,C.M.A.1427_2011.pdf,Success,2025-10-05T14:44:17.297236
2560,C.P.50/2011,Fiaqat Hussain and others v. The Federation of Pakistan through Secretary Planning and Development and others,U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,25-11-2011,21-10-2011,PLD 2012 SC 224,2011 SCP 45,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.50-69of2011.pdf,C.P.50_2011.pdf,Success,2025-10-05T14:44:18.354723
2561,S.M.C.18/2011,(Suo Moto action regarding irregularities and non payment of salaries to the workers of Pakistan Railways),Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,01-12-2011,30-11-2011,N/A,2011 SCP 51,https://www.supremecourt.gov.pk/downloads_judgements/S.M.C.18of2011-ShortOrder-1.pdf,S.M.C.18_2011.pdf,Success,2025-10-05T14:44:19.082817
2562,C.P.77/2011,Watan Party through its President Hashim Shaukat Khan and another v. Federation of Pakistan and others,U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,01-12-2011,01-12-2011,PLD 2012 SC 292,2011 SCP 50,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77to85of2011-ShortOrder-1.pdf,C.P.77_2011.pdf,Success,2025-10-05T14:44:19.962618
2563,C.P.77/2011,Watan Party through its President Hashim Shaukat Khan and another v. Federation of Pakistan and others,U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,02-12-2011,01-12-2011,PLD 2012 SC 292,2011 SCP 52,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77to85of2011-ShortOrder-1[UrduVersion].pdf,C.P.77_2011.pdf,Already exists,2025-10-05T14:44:20.264763
2564,C.M.A.5144/2011,[Against the judgment dated 16.12.2009 passed in Constitution Petitions No. 76 to 80 of 2007] --- NRO Case,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,08-12-2011,25-11-2011,PLD 2012 SC 106,2011 SCP 53,https://www.supremecourt.gov.pk/downloads_judgements/CMA%20No.5144of2011.pdf,C.M.A.5144_2011.pdf,Already exists,2025-10-05T14:44:20.568166
2565,C.P.77/2011,Watan Party through its President Hashim Shaukat Khan and another v. Federation of Pakistan and others,U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,23-12-2011,23-12-2011,PLD 2012 SC 292,2011 SCP 54,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77of2011[MEMO%20SCANDAL%20CASE]-ShortOrder.pdf,C.P.77_2011.pdf,Already exists,2025-10-05T14:44:20.869562
2566,C.P.77/2011,Watan Party through its President Hashim Shaukat Khan and another v. Federation of Pakistan and others,U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,30-12-2011,30-12-2011,PLD 2012 SC 292,2011 SCP 55,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77-2011[MemoScandal]dt.30.12.2011.pdf,C.P.77_2011.pdf,Already exists,2025-10-05T14:44:21.172276
2567,C.P.77/2011,Watan Party through its President Hashim Shaukat Khan and another v. Federation of Pakistan and others,U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,31-12-2011,30-12-2011,PLD 2012 SC 292,2011 SCP 56,https://www.supremecourt.gov.pk/downloads_judgements/MemoCase-final-30.12.2011(UrduVersion).pdf,C.P.77_2011.pdf,Already exists,2025-10-05T14:44:21.475125
2568,REFERENCE.1/2011,Reference by the President of Islamic Republic of Pakistan Under Article 186 of the Constitution to revisit the case of Zulfiqar Ali Bhutto reported as PLD 1979 SC Page 38-53,U/A 186,Mr. Justice Iftikhar Muhammad Chaudhry,05-01-2012,05-01-2012,2011 SCMR 962,2012 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/REFERENCE-1-2011OrderDt05.01.2012.pdf,REFERENCE.1_2011.pdf,Already exists,2025-10-05T14:44:21.777616
2569,REFERENCE.1/2011,Reference by the President of Islamic Republic of Pakistan Under Article 186 of the Constitution to revisit the case of Zulfiqar Ali Bhutto reported as PLD 1979 SC Page 38-53,U/A 186,Mr. Justice Iftikhar Muhammad Chaudhry,05-01-2012,05-01-2012,2011 SCMR 962,2012 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/REFERENCE-1-2011OrderDt05.01.2012[UrduVersion].pdf,REFERENCE.1_2011.pdf,Already exists,2025-10-05T14:44:22.079695
2570,CRL.M.A.486/2010,Adnan A. Khawaja v. The State,Miscelleneous,Mr. Justice Asif Saeed Khan Khosa,10-01-2012,10-01-2012,2012 SCMR 1917,2012 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/NROCaseDt.10.01.2012.pdf,CRL.M.A.486_2010.pdf,Success,2025-10-05T14:44:23.280628
2571,C.P.77/2011,Watan Party through its President Hashim Shaukat Khan and another v. Federation of Pakistan and others,U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,12-01-2012,30-12-2011,PLD 2012 SC 292,2012 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77-78-79%20[Memogate]DetailedOrder.pdf,C.P.77_2011.pdf,Already exists,2025-10-05T14:44:23.594814
2572,REFERENCE.1/2011,Reference by the President of Islamic Republic of Pakistan Under Article 186 of the Constitution to revisit the case of Zulfiqar Ali Bhutto reported as PLD 1979 SC Page 38-53,U/A 186,Mr. Justice Iftikhar Muhammad Chaudhry,17-01-2012,17-01-2012,2011 SCMR 962,2012 SCP 5,https://www.supremecourt.gov.pk/downloads_judgements/REFERENCE-1-2011[OrderDt-17.01.2012].pdf,REFERENCE.1_2011.pdf,Already exists,2025-10-05T14:44:23.898938
2573,C.M.A.290/2012,"[Constitution Petition under Article 184(3) of the Constitution regarding alleged Memorandum to Admiral Mike Mullen by Mr. Hussain Haqqani, former Ambassador of Pakistan to the United States of America]",N/A,Mr. Justice Iftikhar Muhammad Chaudhry,30-01-2012,30-01-2012,N/A,2012 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77-2011-Dt-30.01.2012[MemoScandalCase].pdf,C.M.A.290_2012.pdf,Success,2025-10-05T14:44:24.927647
2574,C.P.31/2011,"Imran Khan v. Election Commission of Pakistan, etc",U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,07-02-2012,06-02-2012,PLD 2013 SC 120,2012 SCP 10,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.31of2011.pdf,C.P.31_2011.pdf,Success,2025-10-05T14:44:26.363028
2575,C.M.APPEAL.1/2012,"F.K.Butt, ASC v. President of Pakistan & others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,07-02-2012,07-02-2012,N/A,2012 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/CivilMisc.Appeal1of2012.pdf,C.M.APPEAL.1_2012.pdf,Success,2025-10-05T14:44:27.058222
2576,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,06-02-2012,06-02-2012,2014 SCMR 176,2012 SCP 7,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77of2010[dt-06-02-2012].pdf,C.P.77_2010.pdf,Success,2025-10-05T14:44:27.874235
2577,C.P.L.A.796/2007,Maulana Abdul Haque Baloch & others v. Government of Balochistan thr. Secy. Industries & Mineral Development & others,Corporate,Mr. Justice Iftikhar Muhammad Chaudhry,07-02-2012,07-02-2012,2013 SCMR 511,2012 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/C.P.796of2007.pdf,C.P.L.A.796_2007.pdf,Already exists,2025-10-05T14:44:28.176379
2578,C.P.5/2004,Dr. Akhtar Hassan Khan v. Fed. of Pakistan thr. Cabinet Committee for Privatization & others,Miscelleneous,MR. JUSTICE TASSADUQ HUSSAIN JILLANI,08-02-2012,29-11-2011,2012 SCMR 455,2012 SCP 11,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.5and15-HRC14144-DetailedReasons.pdf,C.P.5_2004.pdf,Success,2025-10-05T14:44:29.179870
2579,I.C.A.1/2012,[Against the order dated 02.02.2012 passed by this Court in Criminal Original No. 06/2012],N/A,Mr. Justice Jawwad S. Khawaja,09-02-2012,09-02-2012,PLD 2012 SC 466,2012 SCP 12,https://www.supremecourt.gov.pk/downloads_judgements/ICA-1-2012-Dt09.02.2012.pdf,I.C.A.1_2012.pdf,Success,2025-10-05T14:44:29.931040
2580,I.C.A.1/2012,[Against the order dated 02.02.2012 passed by this Court in Criminal Original No. 06/2012],N/A,Mr. Justice Jawwad S. Khawaja,10-02-2012,10-02-2012,PLD 2012 SC 466,2012 SCP 15,https://www.supremecourt.gov.pk/downloads_judgements/ICA-1-2012-Dt10.02.2012.pdf,I.C.A.1_2012.pdf,Already exists,2025-10-05T14:44:30.234229
2581,C.P.1/2012,"Mst. Rohaifa v. Federation of Pakistan through Secretary M/o Defence, etc",Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,10-02-2012,10-02-2012,PLD 2014 SC 174,2012 SCP 14,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.1of2012Dt-10.02.2012[ProductionOfDetenus].pdf,C.P.1_2012.pdf,Success,2025-10-05T14:44:31.271070
2582,I.C.A.1/2012,Case_2590,N/A,Mr. Justice Jawwad S. Khawaja,10-02-2012,10-02-2012,PLD 2012 SC 466,2012 SCP 13,https://www.supremecourt.gov.pk/downloads_judgements/ICA-1-2012-Dt10.02.2012[UrduVersion].pdf,I.C.A.1_2012.pdf,Already exists,2025-10-05T14:44:31.573191
2583,I.C.A.1/2012,[Against the order dated 02.02.2012 passed by this Court in Criminal Original No. 06/2012],N/A,Mr. Justice Jawwad S. Khawaja,05-03-2012,10-02-2012,PLD 2012 SC 466,2012 SCP 17,https://www.supremecourt.gov.pk/downloads_judgements/ICA-1OF2012.pdf,I.C.A.1_2012.pdf,Already exists,2025-10-05T14:44:31.875484
2584,I.C.A.1/2012,[Against the order dated 02.02.2012 passed by this Court in Criminal Original No. 06/2012],N/A,Mr. Justice Jawwad S. Khawaja,05-03-2012,10-02-2012,PLD 2012 SC 466,2012 SCP 16,https://www.supremecourt.gov.pk/downloads_judgements/ICA-1OF2012-UrduTranslation.pdf,I.C.A.1_2012.pdf,Already exists,2025-10-05T14:44:32.177119
2585,H.R.C.19/1996,"Air Marshal Retd. Muhammad Asghar Khan v. Gen. Retd. Mirza Aslam Baig, etc.",Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,08-03-2012,08-03-2012,PLD 2013 SC 1,2012 SCP 18,https://www.supremecourt.gov.pk/downloads_judgements/HR-19of1996.pdf,H.R.C.19_1996.pdf,Success,2025-10-05T14:44:33.113064
2586,H.R.C.7734-G/2009,News Clippling,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,30-03-2012,14-12-2011,2012 SCMR 773,2012 SCP 20,https://www.supremecourt.gov.pk/downloads_judgements/HRC7734-G_1003-GOF2009[AllegedCorruptionInRentalPowerPlants].pdf,H.R.C.7734-G_2009.pdf,Success,2025-10-05T14:44:34.493028
2587,H.R.C.7734-G/2009,News Clippling,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,30-03-2012,14-12-2011,2012 SCMR 773,2012 SCP 19,https://www.supremecourt.gov.pk/downloads_judgements/HRC7734-G_1003-GOF2009[UrduTranslation].pdf,H.R.C.7734-G_2009.pdf,Already exists,2025-10-05T14:44:34.796338
2588,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,07-04-2012,06-04-2012,2014 SCMR 176,2012 SCP 24,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77of2010-DT-06-04-2012.pdf,C.P.77_2010.pdf,Already exists,2025-10-05T14:44:35.097245
2589,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,07-04-2012,05-04-2012,2014 SCMR 176,2012 SCP 23,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.77of2010-DT-05-04-2012.pdf,C.P.77_2010.pdf,Already exists,2025-10-05T14:44:35.400309
2590,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,07-04-2012,06-04-2012,2014 SCMR 176,2012 SCP 22,https://www.supremecourt.gov.pk/downloads_judgements/CONST.P.77OF2010-DT-06.04.12[URDU].pdf,C.P.77_2010.pdf,Already exists,2025-10-05T14:44:35.702259
2591,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,07-04-2012,05-04-2012,2014 SCMR 176,2012 SCP 21,https://www.supremecourt.gov.pk/downloads_judgements/CONST.P.77OF2010-DT-05.04.12[URDU].pdf,C.P.77_2010.pdf,Already exists,2025-10-05T14:44:36.004153
2592,C.M.A.1362/2012,Case_2603,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,10-04-2012,10-04-2012,2012 SCMR 870,2012 SCP 26,https://www.supremecourt.gov.pk/downloads_judgements/CMA1362OF2012-DT-10-04-2012.pdf,C.M.A.1362_2012.pdf,Success,2025-10-05T14:44:36.819832
2593,C.M.A.1362/2012,Case_2605,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,10-04-2012,10-04-2012,2012 SCMR 870,2012 SCP 25,https://www.supremecourt.gov.pk/downloads_judgements/CMA1362OF2012-DT-10-04-2012[URDU].pdf,C.M.A.1362_2012.pdf,Already exists,2025-10-05T14:44:37.123527
2594,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,13-04-2012,12-04-2012,2014 SCMR 176,2012 SCP 27,https://www.supremecourt.gov.pk/downloads_judgements/ConstitutionPetitionNo.77of2010-dt-12-04-2012.pdf,C.P.77_2010.pdf,Already exists,2025-10-05T14:44:37.427499
2595,C.P.77/2010,"President, Balochistan High Court Bar Association v. Federation of Pakistan and others",U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,17-04-2012,17-04-2012,2014 SCMR 176,2012 SCP 28,https://www.supremecourt.gov.pk/downloads_judgements/ConstitutionPetitionNo.77of2010-dt-17-04-2012.pdf,C.P.77_2010.pdf,Already exists,2025-10-05T14:44:37.728835
2596,CRL.O.P.6/2012,"Contmept Proceedings against Syed Yousaf Raza Gillani, the Prime Minister of Pakistan in compliance with this Court's order dated 16.01.2012",Contempt of Court/Non-compliance of Court Order,MR. JUSTICE NASIR-UL-MULK,26-04-2012,26-04-2012,2012 SCMR 909,2012 SCP 29,https://www.supremecourt.gov.pk/downloads_judgements/Crl.O.P.6of2012-dt-26-4-2012.pdf,CRL.O.P.6_2012.pdf,Success,2025-10-05T14:44:38.482543
2597,CRL.O.P.6/2012,"Contmept Proceedings against Syed Yousaf Raza Gillani, the Prime Minister of Pakistan in compliance with this Court's order dated 16.01.2012",Contempt of Court/Non-compliance of Court Order,MR. JUSTICE NASIR-UL-MULK,08-05-2012,26-04-2012,2012 SCMR 909,2012 SCP 30,https://www.supremecourt.gov.pk/downloads_judgements/Crl.O.P.6of2012.pdf,CRL.O.P.6_2012.pdf,Already exists,2025-10-05T14:44:38.784959
2598,C.A.212/2011,"Province of Sindh through Chief Secretary, Govt of Sindh Karachi & another v. Rasheed A. Rizvi & others",Writ Petition/Quo Warranto,Mr. Justice Jawwad S. Khawaja,16-05-2012,09-05-2012,PLD 2012 SC 649,2012 SCP 32,https://www.supremecourt.gov.pk/downloads_judgements/C.A.212and213OF2011.pdf,C.A.212_2011.pdf,Success,2025-10-05T14:44:39.614312
2599,C.A.368/2011,"Pakistan Sports Board thr. its D.G., Islamabad & another v. Pakistan Volley Ball Federation & others",Writ Petition/Others,Mr. Justice Jawwad S. Khawaja,16-05-2012,08-05-2012,2012 SCMR 992,2012 SCP 31,https://www.supremecourt.gov.pk/downloads_judgements/C.A.368TO370OF2011.pdf,C.A.368_2011.pdf,Success,2025-10-05T14:44:40.397168
2600,S.M.C.15/2009,Suo Moto Action Regarding Corruption in Pakistan Steel Mill by Ex-Chairman,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,21-05-2012,06-05-2012,PLD 2012 SC 610,2012 SCP 33,https://www.supremecourt.gov.pk/downloads_judgements/SMC15OF2009.pdf,S.M.C.15_2009.pdf,Success,2025-10-05T14:44:41.507569
